survey,last3letters,var_names,n_waves,which_waves,n_different_var_label,var_label_across_waves,n_different_value_labels,value_labels_across_waves,n_different_var_type,var_type_across_waves
Work & Schooling,288,cw08a288; cw09b288; cw10c288; cw11d288; cw12e288; cw13f288; cw14g288; cw15h288; cw16i288; cw17j288; cw18k288; cw19l288; cw20m288,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"If you were able to choose for yourself, at which age would you want (or have wanted) to stop working? -- AND -- If you were able to choose for yourself, at which age would you want (have wanted) to stop working? -- AND -- If you were able to choose for yourself, at which age would you [want/have wanted] to stop working? - Age",1,NULL,1,numeric
Work & Schooling,289,cw08a289; cw09b289; cw10c289; cw11d289; cw12e289; cw13f289; cw14g289; cw15h289; cw16i289; cw17j289; cw18k289; cw19l289; cw20m289,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",4,"At what age do you expect to retire or take early retirement (e.g. flexible pension or early retirement schemes, Dutch: VUT or FPU) or to stop working? -- AND -- At what age do you expect to retire or take early retirement (e.g. flexible pension or early retirement schemes) or to stop working? -- AND -- At what age do you expect [to retire or take early retirement (e.g. flexible pension or early retirement schemes) or] to stop working? - Age -- AND -- At what age do you expect [to retire or take early retirement or] to stop working? - Age",1,NULL,1,numeric
Work & Schooling,290,cw08a290; cw09b290; cw10c290; cw11d290; cw12e290; cw13f290; cw14g290; cw15h290; cw16i290; cw17j290; cw18k290; cw19l290; cw20m290,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",5,"If you were to stop working before your 65th year, do you expect to receive early pension benefits then (e.g. through flexible or early retirement schemes, Dutch: VUT or FPU)? -- AND -- If you were to stop working before your 65th year, do you expect to receive early pension benefits then (until you are 65 years of age anyway) (e.g. through flexible or early retirement schemes, Dutch: VUT or FPU)? -- AND -- If you were to stop working before the old age pension age, do you expect to receive early pension benefits then (until you reach the old age pension age anyway) (e.g. through flexible or early retirement schemes, Dutch: VUT or FPU)? -- AND -- If you were to stop working before the old age pension age, do you expect to receive early pension benefits then (until you reach the old age pension age anyway) (e.g. through flexible or early retirement schemes)? -- AND -- If you were to stop working before the old age pension age, do you expect to receive early pension benefits then (until you reach the old age pension age anyway)?",3,"c(yes = 1, no = 2) -- AND -- c(yes = 1, no = 2, `I don't know` = 99) -- AND -- c(Yes = 1, No = 2)",1,categorical
Work & Schooling,291,cw08a291; cw09b291; cw10c291; cw11d291; cw12e291; cw13f291; cw14g291; cw15h291; cw16i291; cw17j291; cw18k291; cw19l291; cw20m291,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - for health reasons -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - for health reasons",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,292,cw08a292; cw09b292; cw10c292; cw11d292; cw12e292; cw13f292; cw14g292; cw15h292; cw16i292; cw17j292; cw18k292; cw19l292; cw20m292,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - I believe I have worked long enough -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I believe I have worked long enough",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,293,cw08a293; cw09b293; cw10c293; cw11d293; cw12e293; cw13f293; cw14g293; cw15h293; cw16i293; cw17j293; cw18k293; cw19l293; cw20m293,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - more or less forced to by my employer -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - more or less forced to by my employer",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,294,cw08a294; cw09b294; cw10c294; cw11d294; cw12e294; cw13f294; cw14g294; cw15h294; cw16i294; cw17j294; cw18k294; cw19l294; cw20m294,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - I would like to do something different -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I would like to do something different",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,295,cw08a295; cw09b295; cw10c295; cw11d295; cw12e295; cw13f295; cw14g295; cw15h295; cw16i295; cw17j295; cw18k295; cw19l295; cw20m295,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - I want to take it a bit easier -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I want to take it a bit easier",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,296,cw08a296; cw09b296; cw10c296; cw11d296; cw12e296; cw13f296; cw14g296; cw15h296; cw16i296; cw17j296; cw18k296; cw19l296; cw20m296,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"If you were to stop working before your 65th year, for what reason or reasons would that be? - I don’t really like my work activities -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I don’t really like my work activities -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I don't really like my work activities",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,297,cw08a297; cw09b297; cw10c297; cw11d297; cw12e297; cw13f297; cw14g297; cw15h297; cw16i297; cw17j297; cw18k297; cw19l297; cw20m297,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - the work is (becoming) too heavy -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - the work is (becoming) too heavy",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,298,cw08a298; cw09b298; cw10c298; cw11d298; cw12e298; cw13f298; cw14g298; cw15h298; cw16i298; cw17j298; cw18k298; cw19l298; cw20m298,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - due to impending layoffs or discontinuation of the job (following a reorganization, downsizing, closure, etc.) -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - due to impending layoffs or discontinuation of the job (following a reorganization, downsizing, closure, etc.)",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,299,cw08a299; cw09b299; cw10c299; cw11d299; cw12e299; cw13f299; cw14g299; cw15h299; cw16i299; cw17j299; cw18k299; cw19l299; cw20m299,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - because of the atmosphere on the job/at the department -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - because of the atmosphere on the job/at the department",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,300,cw08a300; cw09b300; cw10c300; cw11d300; cw12e300; cw13f300; cw14g300; cw15h300; cw16i300; cw17j300; cw18k300; cw19l300; cw20m300,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"If you were to stop working before your 65th year, for what reason or reasons would that be? - for health reasons of my partner, children, parents (in-law) -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - for health reasons of my partner, children, parents (in-law) -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - for health reasons of my partner, (grand)children, parents (in-law)",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,301,cw08a301; cw09b301; cw10c301; cw11d301; cw12e301; cw13f301; cw14g301; cw15h301; cw16i301; cw17j301; cw18k301; cw19l301; cw20m301,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - partner stops working -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - partner stops working",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,302,cw08a302; cw09b302; cw10c302; cw11d302; cw12e302; cw13f302; cw14g302; cw15h302; cw16i302; cw17j302; cw18k302; cw19l302; cw20m302,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - partner starts working -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - partner starts working",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,303,cw08a303; cw09b303; cw10c303; cw11d303; cw12e303; cw13f303; cw14g303; cw15h303; cw16i303; cw17j303; cw18k303; cw19l303; cw20m303,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - partner starts working more -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - partner starts working more",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,304,cw08a304; cw09b304; cw10c304; cw11d304; cw12e304; cw13f304; cw14g304; cw15h304; cw16i304; cw17j304; cw18k304; cw19l304; cw20m304,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - partner starts working less -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - partner starts working less",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,305,cw08a305; cw09b305; cw10c305; cw11d305; cw12e305; cw13f305; cw14g305; cw15h305; cw16i305; cw17j305; cw18k305; cw19l305; cw20m305,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - due to (changed) family situation at home -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - due to (changed) family situation at home",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,306,cw08a306; cw09b306; cw10c306; cw11d306; cw12e306; cw13f306; cw14g306; cw15h306; cw16i306; cw17j306; cw18k306; cw19l306; cw20m306,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - other reason -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - other reason",2,"c(no = 0, yes = 1) -- AND -- c(`I don't know` = -9, No = 0, Yes = 1)",1,categorical
Work & Schooling,307,cw08a307; cw09b307; cw10c307; cw11d307; cw12e307; cw13f307; cw14g307; cw15h307; cw16i307; cw17j307; cw18k307; cw19l307,12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",2,"If you were to stop working before your 65th year, for what reason or reasons would that be? - I don’t know -- AND -- If you were to stop working before the old age pension age, for what reason or reasons would that be? - I don’t know",1,"c(no = 0, yes = 1)",1,categorical
Work & Schooling,308,cw08a308; cw09b308; cw10c308; cw11d308; cw12e308; cw13f308; cw14g308; cw15h308; cw16i308; cw17j308; cw18k308; cw19l308; cw20m308,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"If it were to be possible, would you first wish to continue working part-time, or would you immediately stop working altogether, or does it not matter to you?",2,"c(`first continue working part-time` = 1, `stop altogether` = 2, `stopping partly or entirely does not matter to me` = 3, `I have already partly taken early retirement` = 4, `I do not work full-time because I am partly disabled for work` = 5, `I don’t know` = 99) -- AND -- c(`first continue working part-time` = 1, `stop altogether` = 2, `stopping partly or entirely does not matter to me` = 3, `I have already partly taken early retirement` = 4, `I do not work full-time because I am partly disabled for work` = 5, `I don't know` = 99)",1,categorical
Work & Schooling,309,cw08a309; cw09b309; cw10c309; cw11d309; cw12e309; cw13f309; cw14g309; cw15h309; cw16i309; cw17j309; cw18k309; cw19l309; cw20m309,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"How many hours per week would you want to continue working, then?",1,NULL,1,numeric
Work & Schooling,310,cw08a310; cw09b310; cw10c310; cw11d310; cw12e310; cw13f310; cw14g310; cw15h310; cw16i310; cw17j310; cw18k310; cw19l310; cw20m310,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Do you think that your partner will stop working at (more or less) the same time as you?,4,"c(yes = 1, no = 2, `not applicable, I don’t have a partner` = 3) -- AND -- c(yes = 1, no = 2, `not applicable, I don’t have a partner` = 3, `not applicable, my partner does not work` = 4) -- AND -- c(yes = 1, no = 2, `not applicable, I don’t have a partner` = 3, `not applicable, my partner does not work in a paid job` = 4) -- AND -- c(Yes = 1, No = 2, `not applicable, I don't have a partner` = 3, `not applicable, my partner does not work in a paid job` = 4)",1,categorical
Work & Schooling,311,cw08a311; cw09b311; cw10c311; cw11d311; cw12e311; cw13f311; cw14g311; cw15h311; cw16i311; cw17j311; cw18k311; cw19l311; cw20m311,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,Does the company where you currently work have a scheme for early retirement (Dutch: VUT) or pre-pension? -- AND -- Does the company where you currently work have a scheme for early retirement or pre-pension? -- AND -- Does the company where you currently work have a scheme for retirement before the old age pension age (pre-pension or flex pension)?,3,"c(yes = 1, no = 2) -- AND -- c(yes = 1, no = 2, `I don’t know` = 99) -- AND -- c(Yes = 1, No = 2)",1,categorical
Work & Schooling,312,cw08a312; cw09b312; cw10c312; cw11d312; cw12e312; cw13f312; cw14g312; cw15h312; cw16i312; cw17j312; cw18k312,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",1,"Do you know what percentage of your wages you will receive, if you were (to be able to) take early retirement or pre-pension?",1,"c(yes = 1, `no, I cannot take early retirement or pre-pension` = 2, `I don’t know` = 99)",1,categorical
Work & Schooling,313,cw08a313; cw09b313; cw10c313; cw11d313; cw12e313; cw13f313; cw14g313; cw15h313; cw16i313; cw17j313; cw18k313; cw19l313; cw20m313,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,Do you have any idea how high your total income will be when you turn 65? -- AND -- Do you have any idea how high your total income will be after your old age pension age? -- AND -- Do you have any idea how high your total income will be after your old age pension age? - Amount in euros,2,"c(yes = 1, no = 2) -- AND -- c(Yes = 1, No = 2)",1,categorical
Work & Schooling,314,cw08a314; cw09b314; cw10c314; cw11d314; cw12e314; cw13f314; cw14g314; cw15h314; cw16i314; cw17j314; cw18k314; cw19l314; cw20m314,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"How high do you think your total net income will be per month, on average, when you reach 65? -- AND -- How high do you think your total net income will be per month, on average, when you reach the old age pension age? -- AND -- How high do you think your total net income will be per month, on average, when you reach the old age pension age? - Amount in euros",2,c(`900000000000000000000 I don’t know` = 1) -- AND -- NULL,2,categorical -- AND -- numeric
Work & Schooling,315,cw08a315; cw09b315; cw10c315; cw11d315; cw12e315; cw13f315; cw14g315; cw15h315; cw16i315; cw17j315; cw18k315; cw19l315; cw20m315,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,Do you think that your net monthly income at the age of 65 will be...? -- AND -- Do you think that your net monthly income at the old age pension age will be...? -- AND -- What do you think that your net monthly income at the old age pension age will be?,1,"c(`a lot less than now` = 1, `a bit less than now` = 2, `roughly the same as my current income` = 3, `a bit more than now` = 4, `a lot more than now` = 5)",1,categorical
Work & Schooling,316,cw08a316; cw09b316; cw10c316; cw11d316; cw12e316; cw13f316; cw14g316; cw15h316; cw16i316; cw17j316; cw18k316; cw19l316; cw20m316,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Do you expect that this net income will be sufficient to make ends meet?,2,"c(`yes, I think I will additionally be able to put some aside in savings` = 1, `yes, I think it will be just what I need to make ends meet` = 2, `no, my plan is to eat into my accumulated capital` = 3, `no, I don’t think it will be sufficient to make ends meet` = 4, `I don’t know` = 99) -- AND -- c(`yes, I think I will additionally be able to put some aside in savings` = 1, `yes, I think it will be just what I need to make ends meet` = 2, `no, my plan is to eat into my accumulated capital` = 3, `no, I don't think it will be sufficient to make ends meet` = 4, `I don't know` = 99)",1,categorical
Work & Schooling,317,cw08a317; cw09b317; cw10c317; cw11d317; cw12e317; cw13f317; cw14g317; cw15h317; cw16i317; cw17j317; cw18k317,11,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",1,For what reason do you think that your monthly net income will not be sufficient to make ends meet?,1,NULL,1,response to open-ended question
Work & Schooling,318,cw08a318; cw09b318; cw10c318; cw11d318; cw12e318; cw13f318; cw14g318; cw15h318; cw16i318; cw17j318; cw18k318; cw19l318; cw20m318,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,How much do you plan to eat into your accumulated capital per year? -- AND -- How much do you plan to eat into your accumulated capital per year? - Amount in euros,1,NULL,1,numeric
Work & Schooling,319,cw08a319; cw09b319; cw10c319; cw11d319; cw12e319; cw13f319; cw14g319; cw15h319; cw16i319; cw17j319; cw18k319; cw19l319; cw20m319,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"In what year did you stop working? If you have taken early retirement, this will generally be the year that you took early retirement, though not necessarily so. -- AND -- In what year did you stop working?",1,NULL,1,numeric
Work & Schooling,320,cw08a320; cw09b320; cw10c320; cw11d320; cw12e320; cw13f320; cw14g320; cw15h320; cw16i320; cw17j320; cw18k320; cw19l320; cw20m320,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,And in what month?,2,"c(January = 1, February = 2, March = 3, April = 4, May = 5, June = 6, July = 7, August = 8, September = 9, October = 10, November = 11, December = 12, `I don’t know` = 999) -- AND -- c(January = 1, February = 2, March = 3, April = 4, May = 5, June = 6, July = 7, August = 8, September = 9, October = 10, November = 11, December = 12, `I don't know` = 999)",1,categorical
Work & Schooling,321,cw08a321; cw09b321; cw10c321; cw11d321; cw12e321; cw13f321; cw14g321; cw15h321; cw16i321; cw17j321; cw18k321; cw19l321; cw20m321,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"If you could have chosen freely, in what year would you have wanted to stop working?",1,NULL,1,numeric
Work & Schooling,322,cw08a322; cw09b322; cw10c322; cw11d322; cw12e322; cw13f322; cw14g322; cw15h322; cw16i322; cw17j322; cw18k322; cw19l322; cw20m322,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,As per what period did you receive wages in your last job?,1,"c(`per week` = 1, `per 4 weeks` = 2, `per month` = 3, `per year` = 4)",1,categorical
Work & Schooling,323,cw08a323; cw09b323; cw10c323; cw11d323; cw12e323; cw13f323; cw14g323; cw15h323; cw16i323; cw17j323; cw18k323; cw19l323; cw20m323,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,How high was the net wage (per week/per 4 weeks/per month/per year) in your last job? - amount -- AND -- How high was the net wage [per week/per 4 weeks/per month/per year] in your last job? - Amount in whole euros or guilders,1,NULL,1,numeric
Work & Schooling,324,cw08a324; cw09b324; cw10c324; cw11d324; cw12e324; cw13f324; cw14g324; cw15h324; cw16i324; cw17j324; cw18k324; cw19l324; cw20m324,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,How high was the net wage (per week/per 4 weeks/per month/per year) in your last job? - currency -- AND -- How high was the net wage (per week/per 4 weeks/per month/per year) in your last job? - currency: euros or guilders -- AND -- How high was the net wage [per week/per 4 weeks/per month/per year] in your last job? - Currency: euros or guilders,2,"c(euro = 1, guilder = 2) -- AND -- c(`= ""I don't know""` = -9, `= ""I prefer not to say""` = -8, euro = 1, guilder = 2)",1,categorical
Work & Schooling,325,cw08a325; cw09b325; cw10c325; cw11d325; cw12e325; cw13f325; cw14g325; cw15h325; cw16i325; cw17j325; cw18k325; cw19l325,12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",2,How high was the net wage (per week/per 4 weeks/per month/per year) in your last job? - I don’t know -- AND -- How high was the net wage [per week/per 4 weeks/per month/per year] in your last job? - I don’t know,2,"c(yes = 1) -- AND -- c(no = 0, yes = 1)",1,categorical
Work & Schooling,326,cw08a326; cw09b326; cw10c326; cw11d326; cw12e326; cw13f326; cw14g326; cw15h326; cw16i326; cw17j326; cw18k326; cw19l326; cw20m326,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason did you stop working?,2,"c(marriage = 1, `birth of child` = 2, `health, disabled for work` = 3, study = 4, `resigned for personal reasons` = 5, `sold my own shop or business` = 6, `termination of own company` = 7, `shop or business belonging to parents/marital partner fell away` = 8, `dismissed due to company closure/reorganization` = 9, `resigned due to health of partner, children, grandchildren, parents (in-law)` = 10, `dismissed due to end of contract or temporary contract` = 11, `dismissed for other reasons` = 12, `partner stopped working` = 13, 
`partner started working` = 14, `partner started working more hours` = 15, `partner started working less hours` = 16, `moved house due to partner’s job` = 17, `early retirement, functional dismissal due to age` = 18, `pension, started living off private means` = 19, `other reasons` = 20, `I don’t know (anymore)` = 21, `prefer not to say` = 22) -- AND -- c(marriage = 1, `birth of child` = 2, `health, disabled for work` = 3, study = 4, `resigned for personal reasons` = 5, `sold my own shop or business` = 6, `termination of own company` = 7, `shop or business belonging to parents/marital partner fell away` = 8, `dismissed due to company closure/reorganization` = 9, `resigned due to health of partner, children, grandchildren, parents (in-law)` = 10, `dismissed due to end of contract or temporary contract` = 11, `dismissed for other reasons` = 12, `partner stopped working` = 13, 
`partner started working` = 14, `partner started working more hours` = 15, `partner started working less hours` = 16, `moved house due to partner's job` = 17, `early retirement, functional dismissal due to age` = 18, `pension, started living off private means` = 19, `other reasons` = 20, `I don't know (anymore)` = 21, `prefer not to say` = 22)",1,categorical
Work & Schooling,327,cw08a327; cw09b327; cw10c327; cw11d327; cw12e327; cw13f327; cw14g327; cw15h327; cw16i327; cw17j327; cw18k327; cw19l327; cw20m327,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,You have indicated that you are seeking work. Can you indicate which of these statements best describes your situation? / Are you currently looking for a (or another) job? -- AND -- [You have indicated that you are seeking work. Can you indicate which of these statements best describes your situation? / Are you currently looking for a (or another) job?],2,"c(`yes, I am seriously seeking work` = 1, `yes, I am considering it` = 2, `no, I have already found another job but haven’t started yet` = 3, `no, I am not seeking work` = 4) -- AND -- c(`yes, I am seriously seeking work` = 1, `yes, I am considering it` = 2, `no, I have already found another job but haven't started yet` = 3, `no, I am not seeking work` = 4)",1,categorical
Work & Schooling,328,cw08a328; cw09b328; cw10c328; cw11d328; cw12e328; cw13f328; cw14g328; cw15h328; cw16i328; cw17j328; cw18k328; cw19l328; cw20m328,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason are you not looking for paid work?,4,"c(`I am studying` = 1, `I run the household / care for the family` = 2, `I am (partly) disabled for work (Work and Income According to Working Capacity Act, Dutch: WIA)` = 3, `I am living off private means` = 4, `I have taken early retirement or (pre-) pension` = 5, `other reason` = 6) -- AND -- c(`I am studying` = 1, `I run the household / care for the family` = 2, `I am (partly) disabled for work (Work and Income According to Working Capacity Act, Dutch: WIA)` = 3, `I am living off private means` = 4, `I have taken FLO, early retirement or (pre-) pension` = 5, `other reason` = 6) -- AND -- c(`I am studying` = 1, `I run the household / care for the family` = 2, `I am (partly) disabled for work` = 3, `I am living off private means` = 4, `I have taken FLO, early retirement or (pre-) pension` = 5, `other reason` = 6) -- AND -- c(`I am studying` = 1, `I run the household / care for the family` = 2, `I am (partly) disabled for work` = 3, `I am living off private means` = 4, `I have taken early retirement or (pre-) pension` = 5, `other reason` = 6)",1,categorical
Work & Schooling,329,cw08a329; cw09b329; cw10c329; cw11d329; cw12e329; cw13f329; cw14g329; cw15h329; cw16i329; cw17j329; cw18k329; cw19l329; cw20m329,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,For what reason(s) are you looking for another job? - I will (probably) loose my current job -- AND -- For what reason(s) are you looking for another job? - I will (probably) lose my current job,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,330,cw08a330; cw09b330; cw10c330; cw11d330; cw12e330; cw13f330; cw14g330; cw15h330; cw16i330; cw17j330; cw18k330; cw19l330; cw20m330,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I see my current job as temporary,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,331,cw08a331; cw09b331; cw10c331; cw11d331; cw12e331; cw13f331; cw14g331; cw15h331; cw16i331; cw17j331; cw18k331; cw19l331; cw20m331,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want to earn more,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,332,cw08a332; cw09b332; cw10c332; cw11d332; cw12e332; cw13f332; cw14g332; cw15h332; cw16i332; cw17j332; cw18k332; cw19l332; cw20m332,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want a job with better working conditions,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,333,cw08a333; cw09b333; cw10c333; cw11d333; cw12e333; cw13f333; cw14g333; cw15h333; cw16i333; cw17j333; cw18k333; cw19l333; cw20m333,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want a sideline job to earn some extra money,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
